grids,species
IND_type,Cyclocheilichthys pinnauratus
USA_type,Enteromius pinnimaculatus
GBR_type,Barbus plagiostomus
GBR_type,Garra platycephala
NLD_type,Barbus platydorsus
GBR_type,Barbus platysoma
GBR_type,Barbus platystomus
DEU_type,Varicorhinus platystomus
FRA_type,Barbus plebeius
USA_type,Barbus plebejus
GBR_type,Barbus pleurogramma
GBR_type,Barbus pleuropholis
GBR_type,Lobocheilos pleurotaenia
FRA_type,Cirrhina plumbea
IND_type,Neolissochilus pnar
FRA_type,Barbus pobeguini
SWE_type,Garra poecilura
IND_type,Pethia poiensis
FRA_type,Garra poilanei
BEL_type,Barbus pojeri
CHE_type,Pethia pollux
FRA_type,Barbus polydori
GBR_type,Barbus polylepis
CHN_type,Discogobio polylepis
CHN_type,Spinibarbus denticulatus polylepis
GBR_type,Thynnichthys polylepis
CHN_type,Tor polylepis
CHN_type,Discogobio poneventralis
IND_type,Puntius pookodensis
AUT_type,Tylognathus porcellus
GBR_type,Barbus portali
CHN_type,Rectoris posehensis
USA_type,Enteromius potamogalis
RUS_type,Gymnocypris potanini
RUS_type,Schizothorax potanini
IND_type,Puntius melanampyx pradhani
CHE_type,Carassius praecipuus
IND_type,Chagunius chagunio prashadi
IND_type,Garra prashadi
IND_type,Parapsilorhynchus prateri
FRA_type,Oreinus prenanti
FRA_type,Barbus prionacanthus
IND_type,Hypselobarbus procerus
FRA_type,Discognathus prochilus
FRA_type,Puntius (Puntius) proctozysron
GBR_type,Barbus progenys
CHN_type,Discogobio propeanalis
SWE_type,Garra propulvinus
USA_type,Osteochilus prosemion
CHN_type,Protolabeo protolabeo
FRA_type,Labeo pruol
RUS_type,Diptychus przewalskii
RUS_type,Schizopygopsis przewalskii
DEU_type,Crossochilus pseudobagroides
FRA_type,Labeo pseudocoubie
GBR_type,Barbus pseudognathodon
IND_type,Hypselobarbus pseudomussullah
BEL_type,Barbus pseudotoppini
USA_type,Barbus puellus
SWE_type,Puntius pugio
IND_type,Barbus (Barbodes) pulchellus
NOR_type,Puntius pulcher
GBR_type,Barbus pumilus
ITA_type,Puntius lateristriga punctatus
CHN_type,Schizothorax (Racoma) puncticulatus
FRA_type,Barbus punctitaeniatus
ZAF_type,Varicorhinus pungweensis
CHN_type,Sinocyclocheilus purpureus
BEL_type,Barbus pygmaeus
RUS_type,Schizopygopsis pylzovi
IRN_type,Capoeta pyragyi
GBR_type,Systomus pyropterus
PHL_type,Barbodes pyrpholeos
CHN_type,Garra qiaojiensis
CHN_type,Cyprinus pellegrini qionghaiensis
IND_type,Garra quadratirostris
BEL_type,Labeo quadribarbis
USA_type,Tylognathus quadrilineatus
DEU_type,Gobio quadrimaculatus
DEU_type,Barbus quadripunctatus
VNM_type,Garra quangtriensis
ZAF_type,Labeo quathlambae
USA_type,Barbus quinquemaculatus
CHN_type,Sinocyclocheilus qujingensis
ESP_type,Luciobarbus rabatensis
FRA_type,Acrossochilus rabaudi
CHN_type,Cyprinus rabaudi
BEL_type,Enteromius radari
DEU_type,Barbus radiatus
IRN_type,Capoeta raghazensis
FRA_type,Barbus raimbaulti
IND_type,Labeo rajasthanicus
SWE_type,Garra rakhinica
IND_type,Garra ranganensis
AUT_type,Barbus rapax
GBR_type,Osteobrama rapax
JPN_type,Schizothorax raraensis
CHN_type,Varicorhinus rarus
GBR_type,Schizothorax raulinsii
IRN_type,Capoeta razii
AUT_type,Barbus rebeli
BEL_type,Labeo rectipinnis
CHN_type,Barbus regani
USA_type,Cyprinus regina
BEL_type,Labeo reidi
GBR_type,Barbus reinii
IND_type,Tor remadevii
VNM_type,Vietnamia remtua
NLD_type,Osteochilus repang
NLD_type,Barbus repasson
PHL_type,Mandibularca resinus
JPN_type,Sawbwa resplendens
USA_type,Crossocheilus reticulatus
USA_type,Holotylognathus reticulatus
CHN_type,Percocypris pingi retrodorsalis
LKA_type,Puntius reval
FRA_type,Labeo reynauldi
FRA_type,Rohita reynauldi
IRN_type,Garra rezai
USA_type,Tylognathus rhabdoura
GBR_type,Barbus rhinophorus
GBR_type,Barbus rhodesianus
SGP_type,Puntius rhombeus
CHN_type,Barbodes (Barbodes) huangchuchieni rhomboides
CHN_type,Varicorhinus rhomboides
NLD_type,Puntius rhomboocellatus
AUT_type,Cyprinus richardsonii
ESP_type,Luciobarbus rifensis
GBR_type,Barbus riggenbachi
IND_type,Labeo rilli
RUS_type,Barbus tauricus rionica
USA_type,Garra robertsi
GBR_type,Varicorhinus robertsi
ZAF_type,Barbus robinsoni
RUS_type,Gymnocypris roborowskii
CHN_type,Placocheilus robustus
CHN_type,Sinocyclocheilus robustus
USA_type,Varicorhinus robustus
USA_type,Barbus rocadasi
GBR_type,Labeo rocadasi
USA_type,Rohtee roeboides
GBR_type,Barbus rogersi
FRA_type,Barbus rohani
IND_type,Puntius rohani
GBR_type,Lobocheilos rohitoides
DEU_type,Puntius roloffi
GBR_type,Barbus rosae
NLD_type,Dangila rosea
IRN_type,Garra roseae
FRA_type,Barbus roseipinnis
FRA_type,Rohita rostellatus
GBR_type,Crossochilus rostratus
GBR_type,Barbus rothschildi
FRA_type,Discognathus rothschildi
CHN_type,Schizothorax rotundimaxillaris
CHN_type,Garra rotundinasus
FRA_type,Gyrinocheilus roulei
DEU_type,Barbus roussellei
FRA_type,Rohita rouxii
USA_type,Barbus roylii
DEU_type,Varicorhinus ruandae
DEU_type,Barbus (Barbus) ruasae
ZAF_type,Barbus rubellus
FRA_type,Cirrhinus rubirostris
FRA_type,Cirrhina rubripinnis
USA_type,Cyclocheilichthys rubripinnis
ZAF_type,Labeo rubropunctatus
BEL_type,Barbus miolepis rubrostigma
GBR_type,Labeo ruddi
GBR_type,Barbus bynni rudolfianus
GBR_type,Barbus rueppelli
AUT_type,Discognathus rufus
IND_type,Systomus rufus
DEU_type,Gonorhynchus rupicolus
ITA_type,Barbus ruspolii
GBR_type,Barbus russellii
IND_type,Pethia rutila
AUT_type,Scaphiodon saadii
USA_type,Dangila sabana
USA_type,Hampala macrolepidota sabana
IND_type,Puntius saberi
ZAF_type,Barbus sabiensis
FRA_type,Barbus sacratus
GBR_type,Garra sahilia
IND_type,Pethia sahit
IND_type,Puntius sahyadriensis
BEL_type,Barbus chilotes sakaniae
GBR_type,Barbus salessei
DEU_type,Barbus salmo
USA_type,Osteochilus salsburyi
JPN_type,Hampala salweenensis
USA_type,Hypsibarbus salweenensis
IND_type,Garra salweenica
USA_type,Puntius sametensis
AUT_type,Barbus samniticus
BEL_type,Labeo sanagaensis
IND_type,Puntius sanctus
GBR_type,Varicorhinus sandersi
IND_type,Pethia sanjaymoluri
CHN_type,Sinocyclocheilus sanxiaensis
DEU_type,Aspiorhynchus sartus
FRA_type,Barbus sauvagei
USA_type,Poropuntius scapanognathus
USA_type,Osteochilus scapularis
GBR_type,Barbus schanicus
AUT_type,Luciobarbus schejch
USA_type,Garra schismatorhyncha
DEU_type,Barbus schneemanni
PHL_type,Cyclocheilichthys schoppeae
BEL_type,Barbus schoutedeni
USA_type,Acrossocheilus schroederi
USA_type,Schizothorax schumacheri
NLD_type,Lobocheilos schwanenfeldii
AUT_type,Barbus scincus
CHN_type,Gymnocypris scleracanthus
ITA_type,Garra tibanica scorteccii
GBR_type,Barbus sector
GBR_type,Barbus seeberi
GBR_type,Labeo seeberi
FRA_type,Barbus seguensis
SGP_type,Barbodes sellifer
FRA_type,Labeo selti
GBR_type,Barbus semifasciolatus
FRA_type,Varicorhinus semireticulatus
FRA_type,Chondrostoma semivelatus
FRA_type,Labeo senegalensis
USA_type,Barbus sensitivus
ZAF_type,Barbus senticeps
GBR_type,Barbus serengetiensis
IDN_type,Osteochilus serokan
DEU_type,Barbus serra
ZAF_type,Barbus serrula
FRA_type,Barbus setivimensis
IND_type,Puntius setnai
ITA_type,Capoeta sevangi
IND_type,Barbus sewelli
GBR_type,Diptychus sewerzowi
IRN_type,Capoeta shajariani
IND_type,Puntius shalynius
AUT_type,Garra shamal
IND_type,Barbus shanensis
USA_type,Varicorhinus shansiensis
IND_type,Puntius sharmai
GBR_type,Barbus sharpeyi
AUT_type,Garra sharq
GBR_type,Garra barreimiae shawkahensis
IND_type,Labeo shivamogaensis
GBR_type,Cyclocheilichthys (Siaja) siaja
GBR_type,Catlocarpio siamensis
FRA_type,Dangila siamensis
USA_type,Epalzeorhynchus siamensis
FRA_type,Morara siamensis
FRA_type,Puntius siamensis
NLD_type,Tylognathus siamensis
AUT_type,Scaphiodon sieboldii
IND_type,Garra simbalbaraensis
CHN_type,Sinocyclocheilus simengensis
FRA_type,Barbus (Systomus) simus
USA_type,Puntius simus
OMN_type,Garra sindhi
DEU_type,Cyclocheilichthys sinensis
FRA_type,Puntius (Barbodes) sinensis
RUS_type,Schizothorax sinensis
CHN_type,Tor (Tor) tor sinensis
DEU_type,Barbus singhala
USA_type,Labeo sinkleri
USA_type,Barbodes sirang
PAK_type,Schizothorax skarduensis
ZAF_type,Pseudobarbus skeltoni
DEU_type,Garra smarti
NLD_type,Lissochilus smedleyi
IND_type,Barbus (Puntius) smithi
USA_type,Puntius snyderi
SGP_type,Poropuntius solitus
DEU_type,Puntius somphongsi
IND_type,Osteochilus sondhii
VNM_type,Garra songbangensis
SGP_type,Cyprinus sophore
GBR_type,Barbus sophoroides
USA_type,Labeo sorex
NLD_type,Barbus soro
DEU_type,Barbus soroides
USA_type,Barbus speleops
THA_type,Dangila spilopleura
USA_type,Osteochilus spilopleura
USA_type,Barbus spilopterus
SWE_type,Garra spilota
GBR_type,Barbus spilurus
GBR_type,Dangila spilurus
CHN_type,Acrossocheilus spinifer
USA_type,Garra spinosa
DEU_type,Barbus spinulosus
GBR_type,Barbus spurrelli
AUT_type,Barbus squamosissimus
GBR_type,Barbus srilankensis
BEL_type,Barbus stanleyi
BEL_type,Barbus stappersii
FRA_type,Barbus stauchi
RUS_type,Capoeta (Scaphiodon) steindachneri
USA_type,Varicorhinus steindachneri
DEU_type,Labeo steindachnerii
TUR_type,Tylognathus (Tylognathus) steinitziorum
USA_type,Scaphognathus stejnegeri
THA_type,Sikukia stejnegeri
ZAF_type,Labeo stenningi
IND_type,Gonorhynchus stenorhynchus
GBR_type,Varicorhinus stenostoma
CHN_type,Acrossocheilus stenotaeniatus
IND_type,Barbus (Barbodes) stevensonii
IND_type,Schizopygopsis stewartii
ITA_type,Labeo stictolepis
FRA_type,Leuciscus stigma
USA_type,Epalzeorhynchos stigmaeus
USA_type,Labeo stigmapleura
USA_type,Barbus stigmasemion
USA_type,Barbus stigmaticus
GBR_type,Barbus stigmatopygus
USA_type,Puntius stigmatosomus
AUT_type,Schizopygopsis stolickai
AUS_type,Barbus (Puntius) stoliczkanus
AUT_type,Labeo stolizkae
IND_type,Barbus stracheyi
IND_type,Pethia striata
SGP_type,Osteochilus striatus
CHN_type,Qianlabeo striatus
GBR_type,Barbus strigatus
CHN_type,Luciocyprinus striolatus
GBR_type,Tylognathus striolatus
GBR_type,Crossochilus styani
GBR_type,Barbus subinensis
CAN_type,Barbus sublimus
FRA_type,Barbus sublineatus
FRA_type,Barbus subnasutus
GBR_type,Barbus subquincunciatus
IND_type,Garra substrictorostris
THA_type,Neolissochilus subterraneus
FRA_type,Leuciscus sulphureus
GBR_type,Dangila sumatrana
CHE_type,Barbichthys laevis sumatranus
NLD_type,Lissochilus sumatranus
GBR_type,Systomus (Capoeta) sumatranus
GBR_type,Systomus (Capoeta) sumatrensis
IND_type,Garra surendranathanii
CHN_type,Garra surgifrons
NLD_type,Barbus surkis
GBR_type,Barbus susanae
DNK_type,Hypsibarbus suvattii
SWE_type,Barbus svenssoni
IND_type,Parapsilorhynchus swaini
ZAF_type,Pseudobarbus swartzi
ZAF_type,Barbus swierstrae
GBR_type,Barbus (Enteromius) sylvaticus
USA_type,Puntius syntrechalepis
FRA_type,Chondrostoma syriacum
NLD_type,Dangila taeniata
USA_type,Garra taeniata
USA_type,Garra taeniatops
GBR_type,Barbus taeniurus
GBR_type,Barbus taitensis
VNM_type,Puntius takhoaensis
GBR_type,Schizothorax taliensis
IND_type,Garra tamangi
NLD_type,Barbus tambra
IND_type,Puntius arulius tambraparniei
IND_type,Hypselobarbus tamiraparaniei
IND_type,Neolissochilus tamiraparaniensis
USA_type,Scaphesthes tamusuiensis
USA_type,Garra tana
NLD_type,Barbus tanapelagius
GBR_type,Barbus tanensis
GBR_type,Barbus tangandensis
USA_type,Cyclocheilichthys tapiensis
RUS_type,Schizothorax tarimi
IRN_type,Garra tashanensis
USA_type,Osteochilus tatumi
RUS_type,Barbus tauricus
NLD_type,Puntius tawarensis
USA_type,Crossocheilus tchangi
USA_type,Barbus tegulifer
CHN_type,Garra tengchongensis
IND_type,Psilorhynchus tentaculatus
AUT_type,Labeo tenuirostris
ZAF_type,Barbus tenuis
IDN_type,Lobocheilos tenura
VNM_type,Altigena tetrabarbata
GBR_type,Barbus tetrastigma
GBR_type,Capoeta tetrazona
FRA_type,Barbus teugelsi
IND_type,Labeo tezpurensis
IND_type,Garra tezuensis
USA_type,Crossocheilus thai
USA_type,Thynnichthys thai
VNM_type,Henicorhynchus thaitui
ZAF_type,Barbus thamalakanensis
THA_type,Lobocheilos thavili
SWE_type,Puntius thelys
FRA_type,Leuciscus thermalis
RUS_type,Schizopygopsis thermalis
BEL_type,Enteromius thespesios
SGP_type,Garra theunensis
SGP_type,Scaphognathops theunensis
DEU_type,Lissochilus thienemanni
GBR_type,Barbus thikensis
AUS_type,Scaphiodon thomassi
FRA_type,Cyprinus thoracatus
GBR_type,Leuciscus thynnoides
GBR_type,Barbus thysi
USA_type,Garra tiam
SWE_type,Puntius tiantian
FRA_type,Labeo tibestii
CHN_type,Garra tibetana
CHN_type,Rugogymnocypris tibetanus
DEU_type,Schizothorax tibetanus
FRA_type,Barbus tiekoroi
RUS_type,Barbus cyri tiflissica
IND_type,Osteobrama tikarpadaensis
CHN_type,Sinocyclocheilus tileihornes
LKA_type,Puntius timbiri
AUT_type,Scaphiodon tinca
CHN_type,Sinocyclocheilus tingi
IND_type,Garra tirapensis
SWE_type,Labeo toboensis
USA_type,Barbus tomiensis
FRA_type,Varicorhinus tonkinensis
RUS_type,Capoeta fundulus toporovanica
GBR_type,Barbus toppini
AUT_type,Varicorhinus tornieri
BEL_type,Barbus trachypterus
USA_type,Tylognathus trangensis
ZAF_type,Labeo transvaalensis
BEL_type,Barbus traorei
PHL_type,Barbodes tras
ITA_type,Barbus treadwelli
ZAF_type,Barbus treurensis
GBR_type,Barbus trevelyani
FRA_type,Garra trewavasai
IND_type,Garra triangularis
CHN_type,Sinocrossocheilus tridentis
IDN_type,Puntius trifasciatus
FRA_type,Labeo trigliceps
IND_type,Garra trilobata
DEU_type,Barbus (Dangila) trimaculatus
USA_type,Barbus trinotatus
GBR_type,Rohita triporos
BEL_type,Barbus trispiloides
GBR_type,Barbus trispilomimus
GBR_type,Barbus trispilopleura
NLD_type,Puntius (Barbodes) trispilos
PHL_type,Ospatulus truncatulus
NLD_type,Barbus truncatus
NLD_type,Barbus truttiformis
NLD_type,Barbus tsanensis
BEL_type,Barbus tshopoensis
ZAF_type,Barbus tsotsorogensis
USA_type,Barbus tugelensis
PHL_type,Barbodes tumba
CHN_type,Oreinus tungchuanensis
USA_type,Varicorhinus tungting
TUR_type,Capoeta turani
DEU_type,Garra rufa turcica
GBR_type,Barbus turkanae
USA_type,Lissochilus tweediei
IND_type,Osteochilus hasseltii tweediei
IND_type,Puntius daruphani tweediei
IND_type,Garra tyao
USA_type,Barbus fluviatilis tyberinus
DNK_type,Iranocypris typhlops
IND_type,Lepidopygopsis typus
FRA_type,Barbus baudoni ubanguensis
IND_type,Labeo udaipurensis
GBR_type,Barbus uellensis
FRA_type,Labeo uhamensis
IND_type,Garra ukhrulensis
AUT_type,Labeo ulangensis
USA_type,Puntius umalii
ZAF_type,Barbus umbeluziensis
AUT_type,Scaphiodon umbla
VNM_type,Crossocheilus uniformis
AUT_type,Barbus unitaeniatus
GBR_type,Varicorhinus upembensis
GBR_type,Barbus urotaenia
IND_type,Dawkinsia uttara
IND_type,Hypselobarbus vaigaiensis
NLD_type,Thynnichthys vaillanti
FRA_type,Rohita (Rohitodes) valenciennesi
USA_type,Barbus validus
BEL_type,Barbus vanderysti
BEL_type,Enteromius vandewallei
GBR_type,Varicorhinus varicostoma
GBR_type,Labeo velifer
AUT_type,Sanagia velifera
GBR_type,Barbus venustus
ZAF_type,Pseudobarbus verloreni
USA_type,Barbus vernayi
GBR_type,Barbus vernayi
AUT_type,Barbus versluysii
USA_type,Puntius viehoeveri
FRA_type,Onychostoma vietnamensis
VNM_type,Spinibarbus caldwelli vietnamensis
GBR_type,Discognathus vinciguerrae
SWE_type,Barbus vinciguerraii
CHN_type,Onychostoma virgulatum
IND_type,Puntius viridis
FRA_type,Rohita vittata
SWE_type,Garra vittatula
USA_type,Acrossocheilus vittatus
AUT_type,Puntius vittatus
NLD_type,Barbus viviparus
CHN_type,Fustis vivus
GBR_type,Barbus voltae
GBR_type,Gnathendalia vulnerata
GBR_type,Systomus waandersi
GBR_type,Rohita waandersii
GBR_type,Gymnocypris waddellii
PSE_type,Garra rufa wadiqana
DEU_type,Barbus wadon
THA_type,Garra waensis
GBR_type,Capoeta waldoi
GBR_type,Barbus waldroni
GBR_type,Barbus walkeri
USA_type,Enteromius walshae
GBR_type,Schizothorax waltoni
GBR_type,Discognathus wanae
CHN_type,Oreinus wangchiachii
FRA_type,Discognathus waterloti
USA_type,Chondrostoma wattanah
GBR_type,Labeo weeksii
AUT_type,Barbus weidholzii
CHN_type,Gymnodiptychus pachycheilus weiheensis
GBR_type,Barbus wellmani
GBR_type,Barbus welwitschii
CHN_type,Acrossocheilus wenchowensis
CHN_type,Sinocyclocheilus wenshanensis
GBR_type,Barbus werneri
AUT_type,Varicorhinus werneri
USA_type,Puntius wetmorei
GBR_type,Typhlogarra widdowsoni
BEL_type,Coptostomabarbus wittei
BEL_type,Varicorhinus wittei
FRA_type,Carassius auratus wui
CHN_type,Discolabeo wui
CHN_type,Schizopygopsis wui
CHN_type,Sinocyclocheilus wumengshanensis
FRA_type,Barbus wurtzi
IND_type,Barbus (Barboides) wynaadensis
SGP_type,Acrossocheilus xamensis
FRA_type,Labeo xanthogenys
AUT_type,Luciobarbus xanthopterus
TUR_type,Barbus xanthos
CHN_type,Sinocyclocheilus xichouensis
CHN_type,Stenorynchoacrum xijiangensis
SGP_type,Systomus xouthos
CHN_type,Sinocyclocheilus xunlensis
ZAF_type,Varicorhinus xyrocheilus
CHN_type,Garra yajiangensis
CHN_type,Sinocyclocheilus grahami yangzongensis
GBR_type,Enteromius yardiensis
NOR_type,Barbus yeiensis
ITA_type,Garra tibanica yemenica
CHN_type,Garra pingi yiliangensis
CHN_type,Cyprinus (Mesocyprinus) yilongensis
CHN_type,Sinocyclocheilus yimenensis
CHN_type,Tor yingjiangensis
CHN_type,Sinocyclocheilus yishanensis
GBR_type,Barbus yongei
CHN_type,Schizopygopsis younghusbandi
IND_type,Puntius yuensis
GBR_type,Barbus yunnanensis
GBR_type,Barbus yunnanensis
CHN_type,Cyprinus yunnanensis
IND_type,Labeo yunnanensis
GBR_type,Schizothorax yunnanensis
CHN_type,Sinilabeo yunnanensis
SGP_type,Barbodes zakariaismaili
FRA_type,Barbus zalbiensis
AUT_type,Labeobarbus zambezensis
DEU_type,Barbus zanzibaricus
GBR_type,Barbus zaphiri
RUS_type,Aspiostoma zarudnyi
ESP_type,Luciobarbus zayanensis
CHN_type,Sinocyclocheilus zhenfengensis
CHN_type,Sinilabeo zhui
GBR_type,Barbus zuaicus
ZAF_type,Barbus zuluensis
IDN_type,Sundadanio atomus
USA_type,Rasbora axelrodi
IDN_type,Sundadanio echinus
IDN_type,Sundadanio gargula
IDN_type,Sundadanio goblinus
IDN_type,Sundadanio retiarius
IDN_type,Sundadanio rubellus
IDN_type,Fangfangia spinicleithralis
GBR_type,Danio absconditus
FRA_type,Leuciscus acinaces
SWE_type,Danio acrostomus
IND_type,Danio (Brachydanio) acuticephala
LKA_type,Rasbora adisi
AUT_type,Perilampus aequipinnatus
SWE_type,Danio aesculapii
DEU_type,Rasbora agilis
SWE_type,Devario ahlanderi
IND_type,Esomus ahli
USA_type,Mearnsella alestes
AUT_type,Alburnus alexandrinus
IND_type,Nuria alta
SGP_type,Rasbora amplistriga
GBR_type,Danio analipunctatus
IND_type,Danio annandalei
LKA_type,Devario annnataliae
USA_type,Danio annulosus
USA_type,Devario anomalus
USA_type,Barilius ansorgii
IDN_type,Rasbora api
FRA_type,Cyprinus apiatus
CHN_type,Danio apogon
SWE_type,Danio apopyris
USA_type,Rasbora aprotaenia
IND_type,Barilius ardens
GBR_type,Leuciscus argyrotaenia
LKA_type,Rasbora armitagei
IND_type,Barilius arunachalensis
IDN_type,Rasbora arundinata
SWE_type,Danio assamila
IND_type,Rasbora ataenia
IDN_type,Rasbora atranus
CHN_type,Rasbora atridorsalis
LKA_type,Horadandia atukorali
IND_type,Barilius auropurpureus
FRA_type,Rasbora aurotaenia
IDN_type,Pectenocypris balaena
USA_type,Rasbora baliensis
DEU_type,Chela balookee
GBR_type,Leuciscus bankanensis
GBR_type,Barilius barnoides
GBR_type,Barilius batesii
IND_type,Esomus bengalensis
CHE_type,Barilius bernatziki
IDN_type,Rasbora bindumatoga
AUT_type,Luciosoma bleekeri
IND_type,Barilius bonarensis
THA_type,Rasbora borapetensis
GBR_type,Rasbora borneensis
BEL_type,Raiamas brachyrhabdotos
THA_type,Laubuca brahmaputraensis
FRA_type,Chelaethiops elongatus brevianalis
GBR_type,Neobola brevianalis
LKA_type,Esomus danricus brevibarbartus
GBR_type,Leptocypris brevirostris
IND_type,Rasbora urophthalma brigittae
IND_type,Horadandia atukorali brittani
USA_type,Rasbora brittani
GBR_type,Danio browni
USA_type,Barilius buddhae
USA_type,Laubuca caeruleostigmata
SWE_type,Danio catenatus
CHE_type,Rasbora caudimaculata
CHN_type,Barilius caudiocellatus
GBR_type,Leuciscus cephalotaenia
GBR_type,Danionella cerebrum
IND_type,Barilius chatricensis
SGP_type,Brevibora cheeya
USA_type,Barilius ubangensis chiloangae
IND_type,Danio (Brachydanio) choprae
GBR_type,Barilius christyi
DEU_type,Rasbora chrysotaenia
CHN_type,Danio chrysotaeniatus
THA_type,Amblypharyngodon chulabhornae
DEU_type,Opsarius cirratus
DEU_type,Cyprinus clupeoides
FRA_type,Leptocypris clupeoides
GBR_type,Danio concatenatus
USA_type,Engraulicypris congicus
IND_type,Barilius corbetti
BGD_type,Devario coxi
IND_type,Cabdio crassus
GBR_type,Leptocypris crossensis
FRA_type,Leuciscus cultellus
IND_type,Barilius cyanochlorus
NLD_type,Leuciscus cyanotaenia
DEU_type,Clupea cyprinoides
DEU_type,Cyprinus cyprinoides
IND_type,Laubuca dadiburjori
FRA_type,Leuciscus dandia
IND_type,Devario deruptotalea
IND_type,Danio deyi
IDN_type,Rasbora dies
IND_type,Barilius dimorphicus
IND_type,Barilius dogarsinghi
DEU_type,Rasbora dorsinotata
DEU_type,Rasbora dorsiocellata
GBR_type,Danionella dracula
NLD_type,Leuciscus dusonensis
FRA_type,Leuciscus dussumieri
NLD_type,Rasbora elberti
GBR_type,Paradanio elegans
CHE_type,Rasbora elegans
BEL_type,Chelaethiops elongatus
USA_type,Barilius engrauloides
IDN_type,Rasbora ennealepis
IND_type,Microrasbora erythromicron
DEU_type,Rasbora heteromorpha espei
GBR_type,Rasbora everetti
IDN_type,Brevibora exilis
SWE_type,Devario fangae
IND_type,Chela (Allochela) fasciata
GBR_type,Barilius fasciolatus
IND_type,Danio feegradei
SWE_type,Danio flagrans
LKA_type,Leuciscus flavus
GBR_type,Engraulicypris fluviatilis
DEU_type,Brachydanio frankei
IND_type,Danio (Danio) fraseri
IND_type,Perilampus fulvescens
ZAF_type,Engraulicypris gariepinus
FRA_type,Leuciscus gatensis
USA_type,Microrasbora gatesi
DEU_type,Rasbora gerlachi
SWE_type,Danio gibber
USA_type,Esomus goddardi
IDN_type,Rasbora gracilis
IND_type,Nuria danrica grahami
USA_type,Amblypharyngodon grandisquamis
IND_type,Opsarius guttatus
FRA_type,Bola harmandi
FRA_type,Luciosoma harmandi
IDN_type,Rasbora haru
LKA_type,Laubuka hema
DEU_type,Rasbora hengeli
DEU_type,Rasbora heteromorpha
CHE_type,Rasbora hobelmani
IND_type,Chela horai
IND_type,Danio (Brachydanio) horai
IND_type,Barilius howesi
ZAF_type,Engraulicypris howesi
SWE_type,Danio htamanthinus
USA_type,Barilius huahinensis
USA_type,Barilius infrafasciatus
LKA_type,Laubuca insularis
BEL_type,Barilius intermedius
AUS_type,Barilius interrupta
IND_type,Esomus danricus jabalpurensis
NLD_type,Rasbora jacobsoni
IND_type,Brachydanio jaintianensis
IND_type,Barilius jayarami
IND_type,Danio (Brachydanio) jayarami
IDN_type,Rasbora johannae
GBR_type,Danio kakhienensis
CHE_type,Rasbora kalbarensis
NLD_type,Leuciscus kalochroma
IND_type,Barilius kamjongensis
IND_type,Opsarius kanaensis
IND_type,Salmostoma kardahiensis
BEL_type,Chelaethiops katangae
THA_type,Danio kerri
USA_type,Raiamas kheeli
KEN_type,Neobola kinondo
IDN_type,Rasbora kluetensis
IND_type,Rasbora rasbora kobonensis
FRA_type,Leptocypris konkoureensis
USA_type,Barilius koratensis
CHE_type,Pectenocypris korthausae
SGP_type,Microrasbora kubotai
SWE_type,Danio kyathit
IND_type,Rasbora labiosa
AUS_type,Rasbora labuana
IDN_type,Rasbora lacrimula
IND_type,Barilius lairokensis
LKA_type,Chela laubuca lankensis
FRA_type,Parabarilius laoensis
IND_type,Laubuka latens
NLD_type,Leuciscus lateristriatus
IDN_type,Rasbora laticlavia
USA_type,Rasbora layangi
BEL_type,Barilius leleupi
SWE_type,Danio leptos
NLD_type,Leuciscus leptosoma
FRA_type,Chelaethiops brevianalis lerei
FRA_type,Raiamas levequei
IND_type,Salmostoma longicauda
BEL_type,Barilius longirostris
BEL_type,Barbus luapulae
USA_type,Engraulicypris luluae
NLD_type,Eustira maassi
NLD_type,Rasbora macrocephalus
IND_type,Chela macrolepis
VNM_type,Paradaniops macropterus
GBR_type,Barilius macrostoma
DEU_type,Rasbora maculata
DEU_type,Opsarius maculatus
FRA_type,Barilius maculicauda
USA_type,Danio maetaengensis
IDN_type,Rasbora maninjau
IND_type,Danio manipurensis
IND_type,Esomus manipurensis
SGP_type,Celestichthys margaritatus
SGP_type,Rasbora marinae
BEL_type,Raiamas marqueti
IND_type,Danio meghalayensis
NLD_type,Rasbora meinkeni
FRA_type,Leuciscus melettina
LKA_type,Devario memorialis
CHN_type,Danio menglaensis
IND_type,Barilius menoni
IND_type,Danio (Danio) menoni
DEU_type,Rasbora merah
RUS_type,Barilius mesopotamicus
DEU_type,Esomus metallicus
LKA_type,Leuciscus microcephalus
GBR_type,Leuciscus microlepis
IDN_type,Pectenocypris micromysticetus
CHN_type,Microrasbora microphthalma
SGP_type,Boraras micros
USA_type,Danionella mirifica
GBR_type,Leptocypris modestus
GBR_type,Engraulicypris moeruensis
CHN_type,Danio monshiensis
GBR_type,Barilius morarensis
USA_type,Chela mouhoti
USA_type,Rasbora myersi
SWE_type,Devario myitkyinae
SGP_type,Boraras naevus
IND_type,Danio naganensis
LKA_type,Rasbora naggsi
VNM_type,Daniops nammuensis
SGP_type,Microrasbora nana
USA_type,Barilius nanensis
PAK_type,Barilius shacra naseeri
GBR_type,Barilius neavii
IND_type,Barilius nelsoni
USA_type,Rasbora elegans nematotaenia
ZAF_type,Engraulicypris ngalala
IND_type,Barilius ngawa
IDN_type,Pectenocypris nigra
DEU_type,Rasbora nigromarginata
IDN_type,Rasbora nodulosa
SGP_type,Rasbora notura
FRA_type,Cyprinus novacula
