grids,species
FRA_type,Barilius niloticus occidentalis
FRA_type,Barilius senegalensis orientalis
GBR_type,Salmostoma phulo orissaensis
FRA_type,Barilius ornatus
IND_type,Rasbora ornatus
IDN_type,Thryssocypris ornithostoma
CHN_type,Rasbora volzi pallopinna
USA_type,Rasbora palustris
IND_type,Laubuka parafasciata
DEU_type,Danio pathirana
IDN_type,Rasbora patrickyapi
NLD_type,Rasbora pauciperforata
FRA_type,Barilius pellegrini
USA_type,Danio (Danio) peninsulae
ZAF_type,Barilius peringueyi
GBR_type,Rasbora philippina
USA_type,Danio (Allodanio) ponticulus
IND_type,Salmostoma sardinella poonpuni
FRA_type,Leuciscus presbyter
USA_type,Danionella priapus
IND_type,Barilius profundus
USA_type,Barilius pulchellus
USA_type,Danio pulcher
CHE_type,Devario pullatus
USA_type,Rasbora punctulatus
CHN_type,Opsarius putaoensis
SGP_type,Rasbora pycnopeza
SWE_type,Danio quagga
GBR_type,Barilius radiolatus
IND_type,Betadevario ramachandrani
USA_type,Danio regina
USA_type,Rasbora retrodorsalis
LKA_type,Rasboroides rohani
SWE_type,Danio roseus
IND_type,Microrasbora rubescens
IDN_type,Pectenocypris rubra
DEU_type,Rasbora rubrodorsalis
GBR_type,Barilius rugosus
LKA_type,Laubuca ruhuna
GBR_type,Engraulicypris congicus rukwaensis
IND_type,Opsarius sakaiensis
USA_type,Barilius salmolucius
SWE_type,Danio salmonata
IND_type,Amblypharyngodon saranensis
FRA_type,Leuciscus sardinella
GBR_type,Raiamas scarciensis
NLD_type,Leuciscus schwenkii
FRA_type,Barilius senegalensis
SGP_type,Rasbora septentrionalis
NLD_type,Barbus setigerus
IND_type,Danio (Brachydanio) shanensis
USA_type,Laubuca siamensis
IND_type,Opsarius siangi
THA_type,Barilius signicaudus
USA_type,Barilius silex
IDN_type,Rasbora simonbirchi
IDN_type,Thryssocypris smaragdinus
IND_type,Danio (Brachydanio) sondhii
USA_type,Rasbora spilocerca
GBR_type,Luciosoma spilopleura
USA_type,Rasbora elegans spilotaenia
GBR_type,Engraulicypris spinifer
BEL_type,Opsaridium splendens
GBR_type,Barilius steindachneri
NLD_type,Nematabramis steindachnerii
USA_type,Rasbora cephalotaenia steineri
GBR_type,Engraulicypris stellae
USA_type,Rasbora stigmatura
AUS_type,Danio stoliczkae
USA_type,Danio strigillifer
IDN_type,Rasbora subtilis
CHE_type,Devario subviridis
NLD_type,Leuciscus sumatranus
USA_type,Danio suvatti
SWE_type,Danio sysphigmatus
GBR_type,Leptocypris taiaensis
NLD_type,Rasbora tawarensis
DEU_type,Chela teekanee
BGD_type,Laubuka tenella
FRA_type,Nuria thermoicos
SWE_type,Danio tinwini
USA_type,Rasbora tobana
FRA_type,Thryssocypris tonlesapensis
DEU_type,Rasbora tornieri
IND_type,Barilius torsai
SWE_type,Danionella translucida
IND_type,Laubuka trevori
AUT_type,Rasbora trilineata
GBR_type,Leuciscus trinema
IDN_type,Rasbora truncata
SGP_type,Trigonostigma truncata
USA_type,Rasbora tubbi
IDN_type,Rasbora tuberculata
ZAF_type,Opsaridium tweddleorum
USA_type,Danio (Brachydanio) tweediei
FRA_type,Barilius ubangiensis
LKA_type,Devario udenii
IND_type,Aspidoparia ukhrulensis
DEU_type,Rasbora urophthalmoides
LKA_type,Laubuca varuna
GBR_type,Rasbora vaterifloris
SWE_type,Rasbora vegae
PHL_type,Nematabramis verecundus
SWE_type,Rasbora vietnamensis
IDN_type,Rasbora vulcanus
DEU_type,Rasbora vulgaris
GBR_type,Barilius weeksii
GBR_type,Barilius weynsii
ZAF_type,Engraulicypris whitei
DEU_type,Rasbora wilpita
USA_type,Thryssocypris wongrati
SWE_type,Devario xyrops
GBR_type,Leuciscus zambezensis
GBR_type,Barbus aphya
NLD_type,Barbus hoevenii
GBR_type,Leptobarbus melanotaenia
USA_type,Filirasbora rubripinna
FRA_type,Toxabramis houdemeri abbreviata
DEU_type,Culter abramoides
GBR_type,Opsariichthys acanthogenys
FRA_type,Barilius (Barilius) acutipinnis
FRA_type,Xenocypris aenea
GBR_type,Leuciscus aethiops
FRA_type,Chanodichthys affinis
USA_type,Caraspius agilis
USA_type,Cultriculus akoensis
GBR_type,Barilius alburnops
RUS_type,Culter alburnus
GBR_type,Rasborichthys altior
CHN_type,Megalobrama amblycephala
TWN_type,Aphyocypris amnis
GBR_type,Barilius andersoni
USA_type,Hemiculter andrewsi
FRA_type,Squaliobarbus annamiticus
NLD_type,Oxygaster anomalura
USA_type,Culter aokii
GBR_type,Chela argentea
GBR_type,Xenocypris argentea
GBR_type,Parapelecus argenteus
USA_type,Toxabramis argentifer
USA_type,Zacco asperus
USA_type,Myloleuciscus atripinnis
FRA_type,Culter balnei
GBR_type,Leuciscus bambusa
CHN_type,Sinibrama barbatula
GBR_type,Opsariichthys barbatus
USA_type,Chela barroni
SGP_type,Araiocypris batodes
GBR_type,Opsariichthys bidens
FRA_type,Rasbora (Rasbora) blanchardi
THA_type,Metzia bounthobi
AUT_type,Parachela breitensteinii
CHN_type,Anabarilius brevianalis
USA_type,Ancherythroculter brevianalis
GBR_type,Culter brevicauda
FRA_type,Siniichthys brevirostris
CHN_type,Xenocyprioides carinatus
FRA_type,Squaliobarbus caudalis
CHN_type,Opsariichthys chekianensis
CHN_type,Anabarilius liui chenghaiensis
GBR_type,Aphyocypris chinensis
USA_type,Rhodeus chosenicus
USA_type,Hemicultur clupeoides
GBR_type,Pseudolaubuca clupeoides
USA_type,Xenocypris compressus
GBR_type,Leuciscus curriculus
IDN_type,Parachela cyanea
FRA_type,Culter dabryi
ROU_type,Erythroculter hypselonotus daovantieni
VNM_type,Opsariichthys dienbienensis
DEU_type,Hemiculter dispar
FRA_type,Pseudobrama dumerili
CHN_type,Anabarilius duoyiheensis
USA_type,Parapelecus eigenmanni
FRA_type,Opsariichthys elegans
CHN_type,Megalobrama elongata
CHN_type,Erythroculter mongolicus elongatus
USA_type,Culticula emmelas
USA_type,Hemiculterella engraulis
USA_type,Fusania ensarca
USA_type,Zacco evolans
FRA_type,Xenocypris fangi
CHN_type,Xenocypris argentea fani
USA_type,Metzia fanlingensis
AUT_type,Aspius spilurus fasciatus
FRA_type,Culter flavipinnis
USA_type,Rasborinus formosae
USA_type,Parapelecus fukiensis
USA_type,Rasborinus fukiensis
USA_type,Leucisculus fuscus
USA_type,Kendallia goldsboroughi
GBR_type,Barilius grahami
GBR_type,Barilius hainanensis
USA_type,Hemiculter hainanensis
USA_type,Ischikauia hainanensis
USA_type,Opsariichthys hainanensis
USA_type,Rasborinus hainanensis
FRA_type,Agenigobio halsoueti
FRA_type,Gymnognathus harmandi
FRA_type,Hypophthalmichthys harmandi
FRA_type,Paralaubuca harmandi
USA_type,Megalobrama hoffmanni
CHN_type,Toxabramis hoffmanni
VNM_type,Pseudolaubuca hotaya
FRA_type,Toxabramis houdemeri
FRA_type,Clupea huae
FRA_type,Clupeoides hueensis
FRA_type,Hemiculter hunanensis
NLD_type,Chela hypophthalmus
GBR_type,Leuciscus hypophthalmus
FRA_type,Culter ilishaeformis
USA_type,Xenocypris insularis
AUT_type,Chela johorensis
USA_type,Squaliobarbus jordani
USA_type,Parapelecus jouyi
TWN_type,Opsariichthys kaopingensis
USA_type,Phoxiscus kikuchii
CHN_type,Hemiculter kinghwaensis
KOR_type,Zacco koreanus
FRA_type,Hemiculter krempfi
CHN_type,Hemiculter kweichowensis
DEU_type,Xenocypris lampertii
USA_type,Macrocheirichthys laosensis
FRA_type,Pseudolaubuca lateralis
RUS_type,Culter leucisculus
FRA_type,Ischikauia lineata
CHN_type,Sinibrama longianalis
CHN_type,Anabarilius longicaudatus
FRA_type,Luciobrama longiceps
CHN_type,Metzia longinasus
USA_type,Ochetobius lucens
DEU_type,Culter lucidus
CHN_type,Anabarilius liui luquanensis
USA_type,Parapelecus machaerius
NLD_type,Leuciscus macrochirus
CHN_type,Hemiculterella macrolepis
GBR_type,Ischikavia macrolepis
FRA_type,Xenocypris macrolepis
CHN_type,Zacco macrolepis
CHN_type,Distoechodon macrophthalmus
JPN_type,Erythroculter macrophthalmus
GBR_type,Chanodichthys macrops
NLD_type,Leuciscus macropus
CHN_type,Anabarilius maculatus
USA_type,Chela maculicauda
VNM_type,Toxabramis maensis
USA_type,Leuciscus medius
USA_type,Megalobrama melrosei
USA_type,Acheilognathus mesembrinum
AUT_type,Abramocephalus microlepis
FRA_type,Xenocypris microlepis
NLD_type,Leuciscus minor
USA_type,Opsariichthys minutus
GBR_type,Pararasbora moltrechti
GBR_type,Opsariichthys morrisonii
USA_type,Xenocypris (Distoechodon) tumirostris multispinnis
FRA_type,Xenocypris nankinensis
DEU_type,Barilius neglectus
VNM_type,Toxabramis nhatleensis
USA_type,Chela nicholsi
RUS_type,Hemiculter nikolskyi
USA_type,Xenocypris nitidus
GBR_type,Leuciscus nobilis
USA_type,Aphyocypris normalis
FRA_type,Culter oxycephalus
NLD_type,Cyprinus oxygaster
GBR_type,Leuciscus oxygastroides
GBR_type,Opsariichthys pachycephalus
CHN_type,Squaliobarbus panwingi
CHN_type,Metzia parva
CHN_type,Xenocyprioides parvulus
CHN_type,Anabarilius paucirastellus
RUS_type,Abramis pekinensis
FRA_type,Parosteobrama pellegrini
TWN_type,Candidia pingtungensis
NLD_type,Leuciscus platypus
USA_type,Chela pointoni
GBR_type,Barilius polylepis
CHN_type,Sinibrama wui polylepis
USA_type,Erythroculter pseudobrevicauda
CHN_type,Aphyocypris pulchrilineata
CHN_type,Anabarilius andersoni qiluensis
CHN_type,Anabarilius qionghaiensis
CHN_type,Anabarilius qujingensis
USA_type,Hemigrammocypris rasborella
FRA_type,Culter recurvirostris
USA_type,Culter riveroi
DEU_type,Culter rutilus
RUS_type,Hemiculterella sauvagei
USA_type,Hemiculter serracanthus
AUT_type,Hainania serrata
FRA_type,Pseudolaubuca setchuanensis
USA_type,Aphyocypris chinensis shantung
FRA_type,Pseudolaubuca shawi
USA_type,Longiculter siahi
GBR_type,Chela siamensis
IND_type,Culter siamensis
DEU_type,Culter sieboldii
NLD_type,Leuciscus sieboldii
FRA_type,Acanthobrama simoni
FRA_type,Pseudolaubuca sinensis
CHN_type,Zacco sinensis
DEU_type,Megalobrama skolkovii
VNM_type,Opsariichthys songmaensis
CHN_type,Anabarilius songmingensis
FRA_type,Opsariichthys steenackeri
USA_type,Chela stigmabrachium
CHN_type,Gymnodanio strigatus
GBR_type,Scombrocypris styani
RUS_type,Xenocypris sungariensis
GBR_type,Toxabramis swinhonis
USA_type,Rasborinus taeniatus
CHN_type,Zacco taiwanensis
USA_type,Rasborinus takakii
FRA_type,Xenocypris tapeinosoma
NLD_type,Leuciscus temminckii
CHN_type,Zacco tiaoxiensis
USA_type,Culter tientsinensis
FRA_type,Barbus tonkinensis
USA_type,Ischikauia transmontana
DEU_type,Distoechodon tumirostris
CHN_type,Parapelecus tungchowensis
CHN_type,Aphyocyprioides typus
FRA_type,Luciobrama typus
FRA_type,Paralaubuca typus
NLD_type,Leuciscus uncirostris
NLD_type,Leuciscus uranoscopus
RUS_type,Hemiculter varpachovskii
VNM_type,Pseudolaubuca sinensis vietnamensis
CHN_type,Erythroculter wangi
USA_type,Parachela williaminae
USA_type,Culter wolfi
USA_type,Chanodichthys wui
CHN_type,Nicholsiculter wui
CHN_type,Anabarilius xundianensis
CHN_type,Anabarilius liui yalongensis
CHN_type,Anabarilius yangzonensis
CHN_type,Anabarilius liui yiliangensis
RUS_type,Hemiculter yungaoi
USA_type,Xenocypris yunnanensis
ITA_type,Tinca vulgaris cestellae
USA_type,Tinca italica
CHN_type,Rhodeus albomarginatus
DEU_type,Cyprinus amarus
SVK_type,Acanthorhodeus asmussii amurensis
CHN_type,Acheilognathus argenteus
RUS_type,Devario asmussii
GBR_type,Acanthorhodeus atranalis
USA_type,Acanthorhodeus atremius
GBR_type,Achilognathus barbatulus
USA_type,Acheilognathus barbatus
CHN_type,Acheilognathus binidentatus
USA_type,Acheilognathus brevianalis
CHN_type,Acheilognathus elongatus brevicaudatus
IRN_type,Rhodeus caspius
CHN_type,Acheilognathus changtingensis
CHN_type,Acheilognathus chii
RUS_type,Rhodeus colchicus
AUT_type,Achilognathus coreanus
CHN_type,Rhodeus cyanorostris
USA_type,Acheilognathus cyanostigma
VNM_type,Acanthorhodeus dayeus
USA_type,Acanthorhodeus deignani
USA_type,Acanthorhodeus dicaeus
GBR_type,Acanthorhodeus elongatus
VNM_type,Pararhodeus elongatus
JPN_type,Acheilognathus tabira erythropterus
CHN_type,Pararhodeus fangi
CHN_type,Rhodeus flaviventris
SVK_type,Acanthorhodeus fowleri
GBR_type,Acanthorhodeus gracilis
USA_type,Acheilognathus gracilis
USA_type,Acanthorhodeus grahami
FRA_type,Acanthorhodeus guichenoti
USA_type,Pseudoperilampus hainanensis
TWN_type,Rhodeus haradai
GBR_type,Achilognathus himantegus
USA_type,Pseudoperilampus hondae
FRA_type,Acanthorhodeus hypselonotus
GBR_type,Achilognathus imberbis
NLD_type,Capoeta intermedia
JPN_type,Acanthorhodeus jeholicus
JPN_type,Acheilognathus tabira jordani
KOR_type,Acheilognathus koreensis
USA_type,Rhodeus kurumeus
VNM_type,Pararhodeus kyphus
NLD_type,Capoeta lanceolata
USA_type,Acanthorhodeus lanchiensis
SGP_type,Rhodeus laoensis
NLD_type,Capoeta limbata
VNM_type,Acanthorhodeus longibarbatus
GBR_type,Achilognathus longipinnis
CHN_type,Acheilognathus macromandibularis
FRA_type,Acanthorhodeus macropterus
USA_type,Rhodeus maculatus
KOR_type,Acheilognathus majusculus
GBR_type,Acheilognathus melanogaster
CHN_type,Acheilognathus mengyangensis
FRA_type,Rhodeus amarus meridionalis
CHN_type,Sinorhodeus microlepis
CHN_type,Acheilognathus elongatus microphysa
JPN_type,Rhodeus miobuta
USA_type,Acheilognathus moriokae
JPN_type,Acheilognathus tabira nakamurae
FRA_type,Acanthorhodeus ngowyangi
PRT_type,Acheilognathus nguyenvanhaoi
CHN_type,Rhodeus nigrodorsalis
USA_type,Rhodeus notatus
AUT_type,Pseudoperilampus ocellatus
USA_type,Rhodeus oryzae
USA_type,Paracheilognathus peihoensis
CHN_type,Rhodeus pingi
FRA_type,Acanthorhodeus polyspinus
KOR_type,Rhodeus pseudosericeus
FRA_type,Danio rheinardti
NLD_type,Capoeta rhombea
FRA_type,Acanthorhodeus robustus
USA_type,Acanthorhodeus sciosemus
JPN_type,Acheilognathus shimazui
CHN_type,Rhodeus shitaiensis
RUS_type,Acheilognathus signifer
GBR_type,Rhodeus sinensis
GBR_type,Achilognathus smithii
KOR_type,Acheilognathus somjinensis
JPN_type,Rhodeus spinalis
FRA_type,Acheilognathus steenackeri
CHN_type,Acheilognathus striatus
RUS_type,Acanthorhodeus asmussi sungariensis
USA_type,Acheilognathus tabira
GBR_type,Acanthorhodeus taenianalis
JPN_type,Rhodeus tanago
JPN_type,Acheilognathus tabira tohokuensis
JPN_type,Acanthorhodeus tokunagai
FRA_type,Acanthorhodeus tonkinensis
GBR_type,Pseudoperilampus typus
VNM_type,Rhodeus ocellatus vietnamensis
FRA_type,Acanthorhodeus wangi
RUS_type,Gobio gobio acutipinnatus
JPN_type,Pseudogobio agathonectris
CZE_type,Gobio gobio albanicus
RUS_type,Gobio albipinnatus
USA_type,Microphysogobio brevirostris alticorpus
USA_type,Pseudorasbora altipinna
USA_type,Gobio (Romanogobio) amplexilabris
DEU_type,Gobiosoma amurensis
RUS_type,Rostrogobio amurensis
SWE_type,Pseudogobio anderssoni
ROU_type,Gobio kessleri antipai
CZE_type,Microphysogobio tungtingensis anudarini
FRA_type,Gobio argentatus
TUR_type,Gobio artvinicus
USA_type,Longurio athymius
USA_type,Gnathopogon atromaculatus
TUR_type,Gobio baliki
TWN_type,Squalidus banarescui
ROU_type,Gobio kessleri banaticus
NLD_type,Gobio barbus
RUS_type,Gobio belingi
USA_type,Pseudogobio bicolor
USA_type,Gobio biwae
JPN_type,Sarcocheilichthys biwaensis
FRA_type,Gobiobotia boulengeri
CHN_type,Saurogobio drakei brevicaudus
CHN_type,Hemibarbus brevipennus
GBR_type,Pseudogobio brevirostris
VNM_type,Microphysogobio buas
BGR_type,Gobio gobio bulgarica
FRA_type,Squalius caerulescens
FRA_type,Gobio gobio carpathicus
CZE_type,Gobio uranoscopus carpathorossicus
AUT_type,Labeo cetopsis
DEU_type,Squalidus chankaensis
USA_type,Pseudogobio chaoi
CHN_type,Saurogobio dabryi chenghaiensis
ROU_type,Gobiobotia cheni
USA_type,Pseudogobio chinssuensis
FRA_type,Gobio gobio chipingi
USA_type,Gobio coriparoides
GBR_type,Rhinogobio cylindricus
FRA_type,Saurogobio dabryi
FRA_type,Tylognathus davidi
RUS_type,Gobio delyamurei
USA_type,Pseudorasbora depressirostris
FRA_type,Rhinogobio dereimsi
FRA_type,Hemibarbus dissimilis
USA_type,Pseudogobio drakei
FRA_type,Saurogobio dumerili
CHN_type,Abbottina elongata
NLD_type,Capoeta elongata
USA_type,Belligobio eristigma
NLD_type,Gobio esocinus
CHN_type,Saurogobio exiguus
CHN_type,Huigobio exilicauda
TUR_type,Gobio fahrettini
USA_type,Pseudogobio filifer
USA_type,Pseudorasbora fowleri
CZE_type,Gobio frici
DEU_type,Gobiobotia intermedia fukiensis
USA_type,Pseudogobio fukiensis
USA_type,Sarcocheilichthys sinensis fukiensis
CHN_type,Gobio fushunensis
USA_type,Exoglossops geei
VNM_type,Microphysogobio giganteus
SWE_type,Cyprinus gobio
NLD_type,Capoeta gracilis
GBR_type,Abbottina guentheri
FRA_type,Paracanthobrama guichenoti
CHN_type,Pseudogobio vaillanti guilinensis
CHN_type,Gobiobotia guilingensis
CHN_type,Saurogobio gymnocheilus
DEU_type,Gobio gobio gymnostethus
USA_type,Sarcocheilichthys hainanensis
CHN_type,Huigobio heterocheilus
FRA_type,Gobio heterodon
DEU_type,Gobio hettitorum
USA_type,Zezera hilgendorfi
RUS_type,Gobio gobio holurus
SWE_type,Gobiobotia homalopteroidea
JPN_type,Microphysogobio hsinglungshanensis
CHN_type,Gobio huanghensis
CHN_type,Gnathopogon wolterstorffi huapingensis
CHN_type,Rhinogobio hunanensis
CHN_type,Gobiobotia ichangensis
USA_type,Gnathopogon iijimae
FRA_type,Gobio imberbis
USA_type,Leucogobio imberbis
DEU_type,Gobio gobio insuyanus
USA_type,Gobiobotia intermedia
USA_type,Gnathopogon intermedius
DEU_type,Gobio gobio intermedius
CHN_type,Pseudorasbora interrupta
USA_type,Gnathopogon ishikawae
FRA_type,Squalius japonicus
KOR_type,Microphysogobio jeoni
USA_type,Gobio (Romanogobio) johntreadwelli
USA_type,Hemibarbus joiteni
JPN_type,Brevigobio kawabatae
RUS_type,Gobio kesslerii
USA_type,Sarcocheilichthys kiangsiensis
CHN_type,Gobiobotia kiatingensis
TUR_type,Gobio kizilirmakensis
AUT_type,Gobiobotia kolleri
RUS_type,Gobio kubanicus
USA_type,Pseudogobio labeoides
CHN_type,Abbottina liaoningensis
CHN_type,Gobiobotia lii
CHN_type,Microphysogobio linghensis
USA_type,Saurogobio lissilabris
VNM_type,Hemibarbus longianalis
CHN_type,Hemibarbus longibarbis
USA_type,Gnathopogon longifilis
USA_type,Gobio longipinnis
GBR_type,Acanthogobio longirostris
ESP_type,Gobio lozanoi
FRA_type,Hemibarbus maculatus
GBR_type,Pseudogobio maculatus
DEU_type,Gobio maeandricus
JPN_type,Parasqualidus maii
USA_type,Gnathopogon majimae
USA_type,Gobio mayedae
CHN_type,Hemibarbus medius
GBR_type,Micraspius mianowskii
USA_type,Leucogobio polytaenia microbarbus
DEU_type,Gobio gobio microlepidotus
FRA_type,Squalidus gracilis minkiangensis
USA_type,Pseudorasbora monstrosa
USA_type,Sarcocheilichthys morii
USA_type,Microphysogobio chinssuensis multipapillatus
RUS_type,Gobio multipunctatus
RUS_type,Barbus mylodon
RUS_type,Megagobio nasutus
USA_type,Gobio nicholsi
USA_type,Gobiobotia nicholsi
USA_type,Barbus nigriparipinnis
GBR_type,Gobio nigripinnis
GBR_type,Gobio nitens
RUS_type,Paraleucogobio notacanthus
CHN_type,Gobiobotia nudicorpa
CHN_type,Microphysogobio nudiventris
GBR_type,Gobio nummifer
FRA_type,Gobio obtusirostris
CHN_type,Microphysogobio oujiangensis
USA_type,Pseudogobio papillabrus
DEU_type,Gobiobotia pappenheimi
USA_type,Pseudorasbora parva parvula
NLD_type,Leuciscus parvus
RUS_type,Romanogobio parvus
USA_type,Sarcocheilichthys (Barbodon) parvus
RUS_type,Romanogobio pentatrichus
GBR_type,Gobio persa
USA_type,Coreius platygnathus
JPN_type,Pseudogobio polysticta
USA_type,Leucogobio polytaenia
DEU_type,Pseudogobio productus
USA_type,Abbottina psegma
CHN_type,Microphysogobio pseudoelongatus
JPN_type,Pseudorasbora pugnax
JPN_type,Pseudorasbora pumila
USA_type,Gnathopogon punctatus
CHN_type,Saurogobio punctatus
NLD_type,Leuciscus pusillus
KOR_type,Microphysogobio rapidus
USA_type,Otakia rasborina
USA_type,Zezera rathbuni
USA_type,Gobio rivuloides
FRA_type,Megagobio roulei
TUR_type,Gobio sakaryaensis
USA_type,Georgichthys scaphignathus
USA_type,Leuciscus sciistius
USA_type,Gobio shansiensis
CHN_type,Hemibarbus shingtsonensis
USA_type,Gnathopogon similis
FRA_type,Sarcochilichthys sinensis
AUT_type,Tylognathus sinensis
AUT_type,Romanogobio skywalkeri
RUS_type,Paraleucogobio soldatovi
CHN_type,Hemibarbus soochowensis
USA_type,Abbottina springeri
MKD_type,Gobio persus stankoi
MKD_type,Gobio uranoscopus stankoi
GBR_type,Leucogobio strigatus
GBR_type,Pseudogobio styani
USA_type,Gnathopogon suwae
GBR_type,Ladislavia taczanowskii
USA_type,Leucogobio taeniellus
CHN_type,Pseudogobio tafangensis
KOR_type,Pseudopungtungia tenuicorpus
USA_type,Pseudorasbora parva tenuis
CHN_type,Hemibarboides tientaiensis
USA_type,Gnathopogon tsuchigae
CHN_type,Mesogobio tumenensis
CHN_type,Gobiobotia tungi
USA_type,Sarcocheilichthys nigripinnis tungting
USA_type,Pseudogobio tungtingensis
RUS_type,Gobio gobio tungussicus
FRA_type,Rhinogobio typus
USA_type,Microphysogobio tungtingensis uchidai
JPN_type,Pseudorasbora parva uchidai
FRA_type,Cyprinus uranoscopus
FRA_type,Rhinogobio vaillanti
NLD_type,Leuciscus variegatus
USA_type,Gobio venatus
FRA_type,Rhinogobio ventralis
VNM_type,Saurogobio dabryi vietnamensis
FRA_type,Squalidus chankaensis vietnamensis
CHN_type,Sarcocheilichthys vittatus
FRA_type,Gobio vladykovi
SWE_type,Gobio volgensis
CHN_type,Platysmacheilus wangcangensis
GBR_type,Gobio wolterstorffi
CHN_type,Microphysogobio wulonghensis
CHN_type,Saurogobio xiangjiangensis
JPN_type,Biwia yodoensis
CHN_type,Gobiobotia (Gobiobotia) longibarba yuanjiangensis
CHN_type,Abbottina yunnanensis
FRA_type,Coreius zeni
CHN_type,Microphysogobio zhangi
CHN_type,Platysmacheilus zhenjiangensis
CHN_type,Tanichthys albiventris
CHN_type,Tanichthys albonubes
CHN_type,Tanichthys dongxingensis
